subject_nr,response_time_reproduction,context,exp_dur
7,1031,long,[long_dur]
7,930,long,[short_dur]
7,1075,long,[long_dur]
7,556,long,[short_dur]
7,1035,long,[short_dur]
7,836,long,[short_dur]
7,745,long,[short_dur]
7,1099,long,[long_dur]
7,1008,long,[short_dur]
7,1308,long,[long_dur]
7,1041,long,[long_dur]
7,1925,long,[short_dur]
7,811,long,[short_dur]
7,1363,long,[long_dur]
7,1550,long,[long_dur]
7,1288,long,[short_dur]
7,785,long,[short_dur]
7,1257,long,[long_dur]
7,1509,long,[long_dur]
7,1571,long,[long_dur]
7,528,long,[short_dur]
7,787,long,[short_dur]
7,167,long,[short_dur]
7,1165,long,[short_dur]
7,809,short,[short_dur]
7,1038,short,[long_dur]
7,1207,short,[short_dur]
7,633,short,[short_dur]
7,2018,short,[short_dur]
7,584,short,[short_dur]
7,1003,short,[long_dur]
7,1218,short,[short_dur]
7,1066,short,[long_dur]
7,1079,short,[long_dur]
7,562,short,[short_dur]
7,655,short,[long_dur]
7,1090,short,[short_dur]
7,1240,short,[short_dur]
7,1710,short,[long_dur]
7,5696,short,[long_dur]
7,1463,short,[long_dur]
7,1106,short,[long_dur]
7,3286,short,[long_dur]
7,903,short,[short_dur]
7,799,short,[long_dur]
7,575,short,[short_dur]
7,791,short,[short_dur]
7,935,short,[long_dur]
7,8325,short,[short_dur]
7,1409,short,[short_dur]
7,863,short,[long_dur]
7,1099,short,[short_dur]
7,1180,short,[long_dur]
7,908,short,[long_dur]
7,1132,short,[short_dur]
7,767,short,[short_dur]
7,716,short,[short_dur]
7,828,short,[long_dur]
7,451,short,[short_dur]
7,1029,short,[long_dur]
7,924,short,[long_dur]
7,1226,short,[long_dur]
7,1014,short,[short_dur]
7,622,short,[short_dur]
7,862,short,[long_dur]
7,871,short,[short_dur]
7,2061,short,[long_dur]
7,1834,short,[long_dur]
7,2087,short,[long_dur]
7,1032,short,[long_dur]
7,2015,short,[short_dur]
7,740,short,[short_dur]
7,878,short,[short_dur]
7,521,short,[short_dur]
7,782,short,[long_dur]
7,857,short,[short_dur]
7,960,short,[short_dur]
7,655,short,[short_dur]
7,1188,short,[long_dur]
7,948,short,[long_dur]
7,1130,short,[long_dur]
7,761,short,[short_dur]
7,454,short,[long_dur]
7,2218,short,[long_dur]
8,4912,0,[short_dur]
8,1291,0,[short_dur]
8,1293,0,[short_dur]
8,1126,0,[short_dur]
8,1607,0,[short_dur]
8,878,0,[long_dur]
8,1096,0,[long_dur]
8,572,0,[long_dur]
8,2571,0,[long_dur]
8,1362,0,[long_dur]
8,709,0,[long_dur]
8,1807,0,[long_dur]
8,1216,0,[short_dur]
8,839,0,[long_dur]
8,376,0,[short_dur]
8,1128,0,[short_dur]
8,916,0,[long_dur]
8,1156,0,[short_dur]
8,1372,0,[short_dur]
8,538,0,[long_dur]
8,141,long,[long_dur]
8,974,long,[short_dur]
8,1039,long,[short_dur]
8,1086,long,[short_dur]
8,1300,long,[long_dur]
8,1042,long,[short_dur]
8,969,long,[short_dur]
8,949,long,[short_dur]
8,1042,long,[short_dur]
8,1050,long,[long_dur]
8,790,long,[long_dur]
8,1174,long,[long_dur]
8,521,long,[short_dur]
8,506,long,[short_dur]
8,745,long,[long_dur]
8,587,long,[short_dur]
8,929,long,[long_dur]
8,113,long,[long_dur]
8,896,long,[long_dur]
8,971,long,[short_dur]
8,875,long,[short_dur]
8,84,long,[short_dur]
8,913,long,[long_dur]
8,690,long,[long_dur]
8,2039,long,[long_dur]
8,1729,long,[long_dur]
8,3017,long,[short_dur]
8,991,long,[short_dur]
8,1441,long,[long_dur]
8,482,long,[long_dur]
8,709,long,[long_dur]
8,572,long,[long_dur]
8,1022,long,[short_dur]
8,112,long,[long_dur]
8,1036,long,[short_dur]
8,1055,long,[long_dur]
8,1209,long,[long_dur]
8,1804,long,[short_dur]
8,1280,long,[long_dur]
8,1270,long,[short_dur]
8,1084,long,[short_dur]
8,1233,long,[short_dur]
8,1993,long,[short_dur]
8,1232,long,[long_dur]
8,1737,long,[long_dur]
8,1463,long,[long_dur]
8,1167,long,[short_dur]
8,1199,long,[short_dur]
8,1419,long,[long_dur]
8,1206,long,[long_dur]
8,973,long,[long_dur]
8,1239,long,[long_dur]
8,1749,long,[short_dur]
8,1166,long,[short_dur]
8,1216,long,[long_dur]
8,890,long,[short_dur]
8,1221,long,[short_dur]
8,1017,long,[long_dur]
8,929,long,[short_dur]
8,1059,long,[short_dur]
8,1048,short,[long_dur]
8,421,short,[short_dur]
8,947,short,[long_dur]
8,800,short,[long_dur]
8,670,short,[short_dur]
8,1404,short,[short_dur]
8,1293,short,[short_dur]
8,1108,short,[short_dur]
8,1030,short,[long_dur]
8,691,short,[short_dur]
8,1108,short,[long_dur]
8,804,short,[short_dur]
8,935,short,[short_dur]
8,1325,short,[long_dur]
8,555,short,[short_dur]
8,1241,short,[long_dur]
8,547,short,[short_dur]
8,1316,short,[short_dur]
8,1005,short,[short_dur]
8,908,short,[short_dur]
8,725,short,[long_dur]
8,841,short,[long_dur]
8,2405,short,[long_dur]
8,938,short,[long_dur]
8,2690,short,[short_dur]
8,1812,short,[long_dur]
8,1343,short,[long_dur]
8,1212,short,[short_dur]
8,1431,short,[long_dur]
8,1226,short,[long_dur]
8,104,short,[short_dur]
8,550,short,[short_dur]
8,149,short,[short_dur]
8,648,short,[short_dur]
8,287,short,[long_dur]
8,522,short,[short_dur]
8,324,short,[short_dur]
8,260,short,[short_dur]
8,477,short,[long_dur]
8,798,short,[long_dur]
8,141,short,[long_dur]
8,310,short,[long_dur]
8,224,short,[short_dur]
8,1811,short,[long_dur]
8,421,short,[short_dur]
8,27,short,[short_dur]
8,755,short,[long_dur]
8,1363,short,[long_dur]
8,2004,short,[long_dur]
8,2459,short,[long_dur]
8,2536,short,[short_dur]
8,514,short,[short_dur]
8,1433,short,[long_dur]
8,283,short,[long_dur]
8,995,short,[long_dur]
8,551,short,[short_dur]
8,1343,short,[long_dur]
8,76,short,[short_dur]
8,1063,short,[long_dur]
8,2076,short,[short_dur]
9,181,0,[long_dur]
9,697,0,[short_dur]
9,4428,0,[long_dur]
9,1168,0,[short_dur]
9,1649,0,[short_dur]
9,675,0,[long_dur]
9,454,0,[long_dur]
9,1173,0,[long_dur]
9,421,0,[short_dur]
9,883,0,[long_dur]
9,971,0,[long_dur]
9,780,0,[long_dur]
9,349,0,[short_dur]
9,1002,0,[long_dur]
9,478,0,[short_dur]
9,795,0,[short_dur]
9,1282,0,[short_dur]
9,1124,0,[short_dur]
9,914,0,[short_dur]
9,1060,0,[long_dur]
9,530,long,[short_dur]
9,1227,long,[long_dur]
9,1211,long,[short_dur]
9,951,long,[long_dur]
9,1170,long,[long_dur]
9,761,long,[short_dur]
9,1168,long,[long_dur]
9,1198,long,[short_dur]
9,684,long,[short_dur]
9,1294,long,[short_dur]
9,1186,long,[short_dur]
9,1034,long,[long_dur]
9,1144,long,[long_dur]
9,1351,long,[long_dur]
9,1361,long,[long_dur]
9,1337,long,[short_dur]
9,1505,long,[long_dur]
9,1077,long,[short_dur]
9,685,long,[short_dur]
9,1354,long,[long_dur]
9,1361,long,[short_dur]
9,913,long,[long_dur]
9,1118,long,[short_dur]
9,1075,long,[long_dur]
9,1007,long,[long_dur]
9,1167,long,[long_dur]
9,929,long,[short_dur]
9,834,long,[short_dur]
9,986,long,[long_dur]
9,771,long,[short_dur]
9,2614,long,[short_dur]
9,1436,long,[long_dur]
9,1016,long,[long_dur]
9,1118,long,[short_dur]
9,1454,long,[long_dur]
9,1094,long,[long_dur]
9,388,long,[long_dur]
9,843,long,[short_dur]
9,1218,long,[short_dur]
9,250,long,[long_dur]
9,954,long,[long_dur]
9,1199,long,[long_dur]
9,848,long,[long_dur]
9,1256,long,[short_dur]
9,1093,long,[short_dur]
9,1063,long,[short_dur]
9,1057,long,[long_dur]
9,1125,long,[short_dur]
9,1256,long,[long_dur]
9,864,long,[long_dur]
9,993,long,[long_dur]
9,946,long,[short_dur]
9,756,long,[short_dur]
9,1107,long,[short_dur]
9,555,long,[long_dur]
9,639,long,[short_dur]
9,1043,long,[short_dur]
9,1031,long,[short_dur]
9,1107,long,[short_dur]
9,740,long,[long_dur]
9,1131,short,[long_dur]
9,990,short,[long_dur]
9,976,short,[short_dur]
9,546,short,[short_dur]
9,1201,short,[short_dur]
9,552,short,[long_dur]
9,1099,short,[long_dur]
9,812,short,[short_dur]
9,926,short,[short_dur]
9,984,short,[long_dur]
9,1098,short,[short_dur]
9,932,short,[long_dur]
9,1218,short,[long_dur]
9,867,short,[short_dur]
9,984,short,[long_dur]
9,1027,short,[long_dur]
9,737,short,[short_dur]
9,930,short,[long_dur]
9,1119,short,[long_dur]
9,376,short,[long_dur]
9,1127,short,[short_dur]
9,1187,short,[short_dur]
9,1057,short,[short_dur]
9,1055,short,[short_dur]
9,846,short,[long_dur]
9,1325,short,[short_dur]
9,930,short,[long_dur]
9,991,short,[long_dur]
9,908,short,[short_dur]
9,1059,short,[short_dur]
9,968,short,[short_dur]
9,950,short,[long_dur]
9,1169,short,[short_dur]
9,930,short,[long_dur]
9,944,short,[long_dur]
9,979,short,[short_dur]
9,1070,short,[long_dur]
9,883,short,[short_dur]
9,1007,short,[short_dur]
9,803,short,[long_dur]
9,1320,short,[long_dur]
9,854,short,[long_dur]
9,827,short,[long_dur]
9,889,short,[long_dur]
9,1163,short,[long_dur]
9,977,short,[long_dur]
9,1045,short,[short_dur]
9,1305,short,[short_dur]
9,781,short,[short_dur]
9,1362,short,[short_dur]
9,1095,short,[short_dur]
9,1130,short,[short_dur]
9,1406,short,[long_dur]
9,1123,short,[short_dur]
9,908,short,[long_dur]
9,868,short,[long_dur]
9,1206,short,[short_dur]
9,943,short,[short_dur]
9,1242,short,[short_dur]
9,906,short,[long_dur]
10,128,0,[long_dur]
10,1293,0,[short_dur]
10,1353,0,[long_dur]
10,1470,0,[short_dur]
10,1180,0,[long_dur]
10,1229,0,[short_dur]
10,1023,0,[long_dur]
10,1430,0,[short_dur]
10,1327,0,[short_dur]
10,1443,0,[short_dur]
10,1249,0,[long_dur]
10,1082,0,[short_dur]
10,1206,0,[long_dur]
10,1533,0,[short_dur]
10,1094,0,[long_dur]
10,1244,0,[long_dur]
10,935,0,[long_dur]
10,1378,0,[short_dur]
10,1668,0,[short_dur]
10,1095,0,[long_dur]
10,931,long,[short_dur]
10,1089,long,[short_dur]
10,1149,long,[short_dur]
10,1348,long,[short_dur]
10,1689,long,[long_dur]
10,1482,long,[long_dur]
10,1390,long,[long_dur]
10,1249,long,[long_dur]
10,1437,long,[long_dur]
10,1103,long,[short_dur]
10,1044,long,[long_dur]
10,1170,long,[short_dur]
10,783,long,[short_dur]
10,1671,long,[long_dur]
10,1043,long,[long_dur]
10,790,long,[short_dur]
10,1307,long,[long_dur]
10,1414,long,[long_dur]
10,734,long,[short_dur]
10,985,long,[short_dur]
10,1462,long,[long_dur]
10,1773,long,[short_dur]
10,1558,long,[short_dur]
10,1464,long,[long_dur]
10,1306,long,[long_dur]
10,1695,long,[short_dur]
10,1463,long,[long_dur]
10,1760,long,[short_dur]
10,1567,long,[short_dur]
10,1046,long,[long_dur]
10,1359,long,[long_dur]
10,1717,long,[long_dur]
10,1396,long,[short_dur]
10,1508,long,[short_dur]
10,1582,long,[long_dur]
10,1813,long,[long_dur]
10,1357,long,[long_dur]
10,1422,long,[short_dur]
10,1045,long,[long_dur]
10,641,long,[short_dur]
10,1903,long,[long_dur]
10,1436,long,[short_dur]
10,912,long,[long_dur]
10,1871,long,[long_dur]
10,1111,long,[short_dur]
10,860,long,[short_dur]
10,1661,long,[short_dur]
10,3155,long,[long_dur]
10,1227,long,[short_dur]
10,1410,long,[short_dur]
10,1454,long,[long_dur]
10,1344,long,[short_dur]
10,765,long,[long_dur]
10,1317,long,[long_dur]
10,1219,long,[short_dur]
10,1543,long,[short_dur]
10,1163,long,[short_dur]
10,1339,long,[long_dur]
10,2055,long,[long_dur]
10,1521,long,[short_dur]
10,1449,short,[long_dur]
10,1719,short,[short_dur]
10,1937,short,[short_dur]
10,1943,short,[short_dur]
10,2001,short,[long_dur]
10,335,short,[short_dur]
10,1800,short,[long_dur]
10,2455,short,[long_dur]
10,3751,short,[short_dur]
10,990,short,[short_dur]
10,697,short,[long_dur]
10,1852,short,[long_dur]
10,793,short,[short_dur]
10,1370,short,[short_dur]
10,1230,short,[short_dur]
10,1638,short,[short_dur]
10,1659,short,[long_dur]
10,1422,short,[long_dur]
10,2536,short,[long_dur]
10,3510,short,[short_dur]
10,1539,short,[short_dur]
10,1384,short,[short_dur]
10,4462,short,[short_dur]
10,1116,short,[long_dur]
10,1825,short,[long_dur]
10,1307,short,[long_dur]
10,3156,short,[long_dur]
10,2001,short,[long_dur]
10,1093,short,[long_dur]
10,1418,short,[short_dur]
10,1406,short,[short_dur]
10,1136,short,[long_dur]
10,1049,short,[short_dur]
10,1204,short,[long_dur]
10,1391,short,[short_dur]
10,1421,short,[long_dur]
10,1233,short,[long_dur]
10,1290,short,[long_dur]
10,1142,short,[long_dur]
10,1722,short,[short_dur]
10,2669,short,[long_dur]
10,1710,short,[short_dur]
10,1437,short,[short_dur]
10,1739,short,[short_dur]
10,1160,short,[long_dur]
10,1585,short,[long_dur]
10,1502,short,[short_dur]
10,2939,short,[short_dur]
10,319,short,[long_dur]
10,1229,short,[long_dur]
10,1201,short,[short_dur]
10,2679,short,[short_dur]
10,1231,short,[long_dur]
10,1198,short,[short_dur]
10,1166,short,[short_dur]
10,992,short,[long_dur]
10,1165,short,[long_dur]
10,1181,short,[short_dur]
10,1430,short,[short_dur]
10,1262,short,[long_dur]
